circuit_id,year,round,n_zones,total_zone_length_m,source_url,source_type,note
bahrain,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
catalunya,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hockenheimring,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hungaroring,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
imola,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
indianapolis,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
interlagos,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
istanbul,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
magny_cours,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monaco,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monza,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
nurburgring,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
sepang,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
shanghai,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
silverstone,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
spa,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
suzuka,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
villeneuve,2005,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
albert_park,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
bahrain,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
catalunya,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hockenheimring,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hungaroring,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
imola,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
indianapolis,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
interlagos,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
istanbul,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
magny_cours,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monaco,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monza,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
nurburgring,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
sepang,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
shanghai,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
silverstone,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
suzuka,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
villeneuve,2006,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
albert_park,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
bahrain,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
catalunya,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
fuji,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hungaroring,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
indianapolis,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
interlagos,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
istanbul,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
magny_cours,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monaco,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monza,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
nurburgring,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
sepang,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
shanghai,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
silverstone,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
spa,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
villeneuve,2007,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
albert_park,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
bahrain,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
catalunya,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
fuji,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hockenheimring,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hungaroring,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
interlagos,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
istanbul,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
magny_cours,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
marina_bay,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monaco,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monza,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
sepang,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
shanghai,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
silverstone,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
spa,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
valencia,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
villeneuve,2008,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
albert_park,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
bahrain,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
catalunya,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hungaroring,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
interlagos,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
istanbul,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
marina_bay,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monaco,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monza,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
nurburgring,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
sepang,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
shanghai,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
silverstone,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
spa,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
suzuka,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
valencia,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
yas_marina,2009,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
albert_park,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
bahrain,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
catalunya,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hockenheimring,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
hungaroring,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
interlagos,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
istanbul,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
marina_bay,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monaco,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
monza,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
sepang,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
shanghai,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
silverstone,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
spa,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
suzuka,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
valencia,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
villeneuve,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
yas_marina,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
yeongam,2010,,0,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,DRS was introduced in 2011; no zones existed before that
albert_park,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
buddh,2011,,2,,https://en.wikipedia.org/wiki/2011_Indian_Grand_Prix,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
catalunya,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
hungaroring,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
interlagos,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
istanbul,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
marina_bay,2011,,1,,https://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
monaco,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
monza,2011,,2,,https://en.wikipedia.org/wiki/2011_Italian_Grand_Prix,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
nurburgring,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
sepang,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
shanghai,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
silverstone,2011,,1,,https://en.wikipedia.org/wiki/2011_British_Grand_Prix,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
spa,2011,,1,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
suzuka,2011,,1,,https://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
valencia,2011,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
villeneuve,2011,,2,,https://en.wikipedia.org/wiki/Drag_reduction_system,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
yas_marina,2011,,2,,https://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
yeongam,2011,,1,,https://en.wikipedia.org/wiki/2011_Korean_Grand_Prix,documented,two-zone circuits per Wikipedia DRS article; one zone was the 2011 default
albert_park,2012,,2,,https://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,documented,second zone added for 2012
americas,2012,,1,,https://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,documented,single zone on the back straight
monaco,2012,,1,,https://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix,documented,
sepang,2012,,1,,https://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,documented,"single zone, unchanged from 2011"
suzuka,2012,,1,,https://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix,documented,"single zone, 20m shorter than 2011"
valencia,2012,,2,,https://en.wikipedia.org/wiki/2012_European_Grand_Prix,documented,
villeneuve,2012,,2,,https://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix,documented,
yas_marina,2012,,2,,https://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,documented,
albert_park,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
americas,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
bahrain,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
buddh,2013,,2,,https://www.racefans.net/2013/03/06/bar-tracks-drs-zones-2013-2/,documented,season-wide: two zones everywhere bar Monaco and Suzuka
